,Airport Name,Aircraft Make Model,Effect Amount of damage,Flight Date,Aircraft Airline Operator,Origin State,Phase of flight,Wildlife Size,Wildlife Species,Time of day,Cost Other,Cost Repair,Cost Total $,Speed IAS in knots,latitude,longitude,Count
146,METRO OAKLAND INTL,BA-146-200,Minor,7/16/1990,US AIRWAYS*,California,Climb,Large,Canada goose,Dusk,0,0,0,130.0,37.7126,-122.2197,106
147,KANSAS CITY INTL,MD-80,None,7/16/1990,AMERICAN AIRLINES,Missouri,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,39.3036,-94.7093,187
148,ATLANTIC CITY INTL,B-727,None,7/16/1990,BUSINESS,New Jersey,Climb,Small,Laughing gull,Day,0,0,0,120.0,39.4528,-74.5714,86
149,ATLANTIC CITY INTL,FOKKER F100,None,7/16/1990,US AIRWAYS*,New Jersey,Climb,Small,Laughing gull,Day,0,0,0,120.0,39.4528,-74.5714,86
150,DALLAS/FORT WORTH INTL ARPT,MD-82,None,7/17/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,32.8998,-97.0403,908
151,ATLANTIC CITY INTL,B-727,None,7/17/1990,BUSINESS,New Jersey,Take-off run,Small,Laughing gull,Day,0,0,0,,39.4528,-74.5714,86
152,GREATER PITTSBURGH,MD-80,None,7/19/1990,AMERICAN AIRLINES,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,125.0,40.3565,-79.9193,289
153,ATLANTA INTL,B-727,None,7/20/1990,TRANS WORLD AIRLINES,Georgia,Climb,Medium,Unknown bird - medium,Day,0,0,0,190.0,33.6407,-84.4277,211
154,NEWARK LIBERTY INTL ARPT,DC-10,None,7/21/1990,FEDEX EXPRESS,New Jersey,Landing Roll,Large,Unknown bird - large,Day,0,0,0,,40.6895,-74.1745,206
155,DALLAS/FORT WORTH INTL ARPT,MD-80,None,7/22/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,32.8998,-97.0403,908
156,KANSAS CITY INTL,B-737-300,None,7/23/1990,AMERICA WEST AIRLINES,Missouri,Landing Roll,Medium,Unknown bird - medium,Night,0,0,0,120.0,39.3036,-94.7093,187
157,ATLANTIC CITY INTL,FOKKER F100,None,7/23/1990,US AIRWAYS*,New Jersey,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,,39.4528,-74.5714,86
158,CLEVELAND-HOPKINS INTL ARPT,MD-80,Minor,7/23/1990,AMERICAN AIRLINES,Ohio,Climb,Small,Unknown bird - small,Day,0,0,0,140.0,41.4058,-81.8539,98
159,LAMBERT-ST LOUIS INTL,MD-82,Minor,7/24/1990,AMERICAN AIRLINES,Missouri,Climb,Small,Unknown bird - small,Day,0,0,0,220.0,38.7499,-90.3748,189
160,LOUISVILLE INTL ARPT,HAWKER-SDLY HS125,None,7/25/1990,BUSINESS,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,120.0,38.186,-85.7412,272
161,CHICAGO O'HARE INTL ARPT,B-757-200,None,7/26/1990,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,135.0,41.9803,-87.909,430
162,GEORGE BUSH INTERCONTINENTAL,B-727-100,None,7/26/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,29.9902,-95.3368,134
163,HOUSTON-HOBBY,B-737-300,None,7/28/1990,SOUTHWEST AIRLINES,Texas,Take-off run,Medium,Unknown bird - medium,Day,0,0,0,120.0,29.6459,-95.2769,151
164,MINETA SAN JOSE INTL,PA-23-250,None,7/29/1990,UNKNOWN,California,Approach,Medium,Unknown bird - medium,Day,0,0,0,100.0,37.3639,-121.9289,120
165,ATLANTIC CITY INTL,DC-9,None,7/29/1990,BUSINESS,New Jersey,Climb,Small,Laughing gull,Day,0,0,0,,39.4528,-74.5714,86
166,DALLAS/FORT WORTH INTL ARPT,MD-82,None,7/29/1990,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250.0,32.8998,-97.0403,908
167,PHILADELPHIA INTL,DC-8,None,7/30/1990,UNITED AIRLINES,Pennsylvania,Approach,Large,Canada goose,Day,0,0,0,130.0,39.8729,-75.2437,225
168,HOUSTON-HOBBY,MD-80,None,7/30/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,128.0,29.6459,-95.2769,151
169,HOUSTON-HOBBY,ATR-42,None,7/31/1990,CONTINENTAL AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,120.0,29.6459,-95.2769,151
170,CHICAGO O'HARE INTL ARPT,B-757-200,None,8/1/1990,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Day,0,0,0,125.0,41.9803,-87.909,430
171,PHILADELPHIA INTL,B-757-200,None,8/1/1990,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Night,0,0,0,170.0,39.8729,-75.2437,225
172,JOHN F KENNEDY INTL,B-747-1/200,Medium,8/2/1990,TRANS WORLD AIRLINES,New York,Approach,Medium,Herring gull,Day,0,0,0,,40.6413,-73.7781,216
173,HOUSTON-HOBBY,B-737-500,None,8/2/1990,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,110.0,29.6459,-95.2769,151
174,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/3/1990,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,210.0,32.8998,-97.0403,908
175,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/4/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,165.0,32.5019,-93.6571,435
176,CHICAGO O'HARE INTL ARPT,MD-80,None,8/4/1990,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0,41.9803,-87.909,430
177,NASHVILLE INTL,MD-80,None,8/5/1990,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,132.0,36.1263,-86.6774,297
178,BALTIMORE WASH INTL,FOKKER F28 MK 1000,None,8/5/1990,US AIRWAYS*,Maryland,Landing Roll,Small,Unknown bird - small,Day,0,0,0,80.0,39.17329,-76.68408,201
179,NASHVILLE INTL,MD-80,None,8/5/1990,AMERICAN AIRLINES,Tennessee,Landing Roll,Small,Unknown bird - small,Day,0,0,0,130.0,36.1263,-86.6774,297
180,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,8/6/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,165.0,32.5019,-93.6571,435
181,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/6/1990,AMERICAN AIRLINES,Texas,Landing Roll,Small,Unknown bird - small,Day,0,0,0,122.0,32.8998,-97.0403,908
182,HOUSTON-HOBBY,B-737-200,None,8/6/1990,SOUTHWEST AIRLINES,Texas,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0,29.6459,-95.2769,151
183,LOS ANGELES INTL,B-737-300,None,8/9/1990,SOUTHWEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,165.0,33.9416,-118.4085,166
184,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/9/1990,AMERICAN AIRLINES,Texas,Approach,Small,Horned lark,Day,0,0,0,132.0,32.8998,-97.0403,908
185,LOS ANGELES INTL,PA-31 NAVAJO,None,8/9/1990,BUSINESS,California,Landing Roll,Small,Rock pigeon,Day,0,0,0,100.0,33.9416,-118.4085,166
186,LOS ANGELES INTL,L-1011,Minor,8/10/1990,HAWAIIAN AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,180.0,33.9416,-118.4085,166
187,PHOENIX SKY HARBOR,B-727,None,8/12/1990,AMERICAN AIRLINES,Arizona,Climb,Medium,Unknown bird - medium,Day,0,0,0,200.0,33.4352,-112.0101,111
188,LOS ANGELES INTL,L-1011,None,8/12/1990,HAWAIIAN AIR,California,Approach,Medium,Unknown bird - medium,Night,0,0,0,,33.9416,-118.4085,166
189,TETERBORO AIRPORT,IAI ASTRA JT,None,8/13/1990,UNKNOWN,New Jersey,Take-off run,Medium,Unknown bird - medium,Night,0,0,0,,40.8583,-74.0615,59
190,SALT LAKE CITY INTL,MD-87,None,8/13/1990,AMERICAN AIRLINES,Utah,Climb,Small,Unknown bird - small,Day,0,0,0,150.0,40.7899,-111.9791,236
191,NASHVILLE INTL,DC-9-30,Minor,8/15/1990,US AIRWAYS*,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,210.0,36.1263,-86.6774,297
192,JOHN F KENNEDY INTL,DC-10-10,None,8/15/1990,AMERICAN AIRLINES,New York,Approach,Small,American robin,Day,0,0,0,160.0,40.6413,-73.7781,216
193,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 4000,None,8/16/1990,US AIRWAYS*,North Carolina,Approach,Small,Rock pigeon,Day,0,0,0,130.0,35.2144,-80.9473,269
194,NASHVILLE INTL,MD-82,None,8/16/1990,AMERICAN AIRLINES,Tennessee,Take-off run,Small,Unknown bird - small,Day,0,0,0,160.0,36.1263,-86.6774,297
195,BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/17/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Day,0,0,0,145.0,32.5019,-93.6571,435
196,CHICAGO O'HARE INTL ARPT,MD-80,None,8/17/1990,AMERICAN AIRLINES,Illinois,Approach,Small,Unknown bird - small,Night,0,0,0,170.0,41.9803,-87.909,430
197,NASHVILLE INTL,B-737-200,Substantial,8/18/1990,SOUTHWEST AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,210.0,36.1263,-86.6774,297
198,MINNEAPOLIS-ST PAUL INTL,C-9,None,8/18/1990,MILITARY,Minnesota,Landing Roll,Medium,Unknown bird or bat,Day,0,0,0,123.0,44.8848,-93.2223,103
199,WILL ROGERS WORLD ARPT,MD-80,None,8/19/1990,AMERICAN AIRLINES,Oklahoma,Climb,Medium,Unknown bird - medium,Day,0,0,0,250.0,35.3931,-97.6006,83
200,EPPLEY AIRFIELD,B-727,None,8/19/1990,AMERICAN AIRLINES,Nebraska,Approach,Small,European starling,Day,0,0,0,135.0,41.3015,-95.8945,118
201,DALLAS/FORT WORTH INTL ARPT,B-727,None,8/20/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,150.0,32.8998,-97.0403,908
202,HOUSTON-HOBBY,B-737-300,None,8/20/1990,SOUTHWEST AIRLINES,Texas,Descent,Small,Unknown bird - small,Night,0,0,0,250.0,29.6459,-95.2769,151
203,CHICAGO O'HARE INTL ARPT,MD-80,None,8/21/1990,AMERICAN AIRLINES,Illinois,Climb,Medium,Unknown bird - medium,Day,0,0,0,145.0,41.9803,-87.909,430
204,GREATER PITTSBURGH,B-737-300,Substantial,8/21/1990,US AIRWAYS*,Pennsylvania,Take-off run,Small,Unknown bird - small,Day,0,0,0,,40.3565,-79.9193,289
205,LOUISVILLE INTL ARPT,DC-8-70,None,8/22/1990,UPS AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Night,0,0,0,130.0,38.186,-85.7412,272
206,BARKSDALE AIR FORCE BASE ARPT,B-52G,None,8/23/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,150.0,32.5019,-93.6571,435
207,INDIANAPOLIS INTL,B-737-200,Medium,8/23/1990,SOUTHWEST AIRLINES,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,95.0,39.7169,-86.2956,144
208,GREATER PITTSBURGH,DC-9,None,8/24/1990,US AIRWAYS*,Pennsylvania,Approach,Medium,Unknown bird - medium,Night,0,0,0,,40.3565,-79.9193,289
209,HOUSTON-HOBBY,B-737-500,Minor,8/24/1990,SOUTHWEST AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,150.0,29.6459,-95.2769,151
210,PHILADELPHIA INTL,MD-80,None,8/24/1990,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,135.0,39.8729,-75.2437,225
211,PHILADELPHIA INTL,MD-80,None,8/24/1990,AMERICAN AIRLINES,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,145.0,39.8729,-75.2437,225
212,CHICAGO O'HARE INTL ARPT,MD-80,None,8/25/1990,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Day,0,0,0,125.0,41.9803,-87.909,430
213,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/25/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,135.0,32.8998,-97.0403,908
214,MINETA SAN JOSE INTL,MERLIN III,None,8/25/1990,SKYWEST AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,103.0,37.3639,-121.9289,120
215,MINETA SAN JOSE INTL,MD-80,None,8/27/1990,AMERICAN AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,160.0,37.3639,-121.9289,120
216,MINETA SAN JOSE INTL,STINSON 108,None,8/27/1990,UNKNOWN,California,Take-off run,Medium,Red-tailed hawk,Day,0,0,0,40.0,37.3639,-121.9289,120
217,SALT LAKE CITY INTL,B-727-200,None,8/27/1990,DELTA AIR LINES,Utah,Climb,Medium,Unknown bird - medium,Night,0,0,0,,40.7899,-111.9791,236
218,WILL ROGERS WORLD ARPT,B-727,None,8/28/1990,FEDEX EXPRESS,Oklahoma,Descent,Large,Unknown bird - large,Night,0,0,0,250.0,35.3931,-97.6006,83
219,AUSTIN-BERGSTROM INTL,B-737-200,None,8/28/1990,SOUTHWEST AIRLINES,Texas,Climb,Medium,Unknown bird - medium,Night,0,0,0,250.0,30.1975,-97.6664,144
220,DALLAS/FORT WORTH INTL ARPT,MD-82,None,8/28/1990,AMERICAN AIRLINES,Texas,Climb,Small,Rock pigeon,Day,0,0,0,145.0,32.8998,-97.0403,908
221,DALLAS/FORT WORTH INTL ARPT,MD-82,None,8/28/1990,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,250.0,32.8998,-97.0403,908
222,PORTLAND INTL (OR),MD-80,None,8/29/1990,AMERICAN AIRLINES,Oregon,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,45.5898,-122.5951,245
223,NEW ORLEANS INTL,B-737-300,None,8/29/1990,SOUTHWEST AIRLINES,Louisiana,Climb,Small,Unknown bird - small,Day,0,0,0,180.0,29.9911,-90.2592,183
224,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/29/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,140.0,32.8998,-97.0403,908
225,NASHVILLE INTL,MD-80,None,8/30/1990,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0,36.1263,-86.6774,297
226,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,8/30/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210.0,32.8998,-97.0403,908
227,DALLAS/FORT WORTH INTL ARPT,DC-10-10,None,8/30/1990,AMERICAN AIRLINES,Texas,Climb,Small,Unknown bird - small,Day,0,0,0,195.0,32.8998,-97.0403,908
228,DALLAS/FORT WORTH INTL ARPT,DC-10,None,8/31/1990,AMERICAN AIRLINES,Texas,Descent,Medium,Unknown bird - medium,Day,0,0,0,250.0,32.8998,-97.0403,908
229,DETROIT METRO WAYNE COUNTY ARPT,DC-9,None,8/31/1990,NORTHWEST AIRLINES,Michigan,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,,42.2162,-83.3554,74
230,CHICAGO O'HARE INTL ARPT,MD-80,None,8/31/1990,AMERICAN AIRLINES,Illinois,Approach,Medium,Unknown bird - medium,Night,0,0,0,170.0,41.9803,-87.909,430
231,JOHN F KENNEDY INTL,A-300,None,8/31/1990,AMERICAN AIRLINES,New York,Approach,Medium,Unknown bird - medium,Night,0,0,0,150.0,40.6413,-73.7781,216
232,DALLAS/FORT WORTH INTL ARPT,MD-80,None,8/31/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,210.0,32.8998,-97.0403,908
233,DALLAS/FORT WORTH INTL ARPT,B-727,None,9/1/1990,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Day,0,0,0,140.0,32.8998,-97.0403,908
234,CHARLOTTE/DOUGLAS INTL ARPT,B-737-200,Substantial,9/1/1990,US AIRWAYS*,North Carolina,Take-off run,Medium,Unknown bird - medium,Dusk,0,0,0,130.0,35.2144,-80.9473,269
235,DETROIT METRO WAYNE COUNTY ARPT,B-727-200,None,9/1/1990,AMERICAN AIRLINES,Michigan,Take-off run,Small,Unknown bird - small,Day,0,0,0,150.0,42.2162,-83.3554,74
236,HOUSTON-HOBBY,B-737-300,None,9/3/1990,SOUTHWEST AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,250.0,29.6459,-95.2769,151
237,ATLANTA INTL,B-737,None,9/4/1990,DELTA AIR LINES,Georgia,Climb,Small,European starling,Day,0,0,0,150.0,33.6407,-84.4277,211
238,GREATER PITTSBURGH,B-737,None,9/5/1990,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,180.0,40.3565,-79.9193,289
239,GREATER PITTSBURGH,B-737-300,None,9/5/1990,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,,40.3565,-79.9193,289
240,CHICAGO O'HARE INTL ARPT,MD-80,None,9/5/1990,AMERICAN AIRLINES,Illinois,Approach,Small,Rock pigeon,Dusk,0,0,0,135.0,41.9803,-87.909,430
241,RONALD REAGAN WASHINGTON NATL,MD-82,None,9/6/1990,AMERICAN AIRLINES,DC,Climb,Small,Unknown bird - small,Day,0,0,0,240.0,38.8512,-77.0402,219
242,CHICAGO O'HARE INTL ARPT,MD-80,None,9/6/1990,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,135.0,41.9803,-87.909,430
243,CHICAGO O'HARE INTL ARPT,MD-80,None,9/6/1990,AMERICAN AIRLINES,Illinois,Climb,Small,Unknown bird - small,Day,0,0,0,250.0,41.9803,-87.909,430
244,NASHVILLE INTL,B-727-200,None,9/6/1990,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0,36.1263,-86.6774,297
245,LAMBERT-ST LOUIS INTL,MD-80,None,9/7/1990,AMERICAN AIRLINES,Missouri,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0,38.7499,-90.3748,189
246,SAN ANTONIO INTL,MD-80,None,9/7/1990,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,140.0,29.5312,-98.4683,158
247,ATLANTIC CITY INTL,SAAB-340,None,9/7/1990,BUSINESS,New Jersey,Landing Roll,Small,American robin,Day,0,0,0,100.0,39.4528,-74.5714,86
248,GREATER PITTSBURGH,B-737-300,None,9/7/1990,US AIRWAYS*,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,120.0,40.3565,-79.9193,289
249,GEORGE BUSH INTERCONTINENTAL,EMB-120,None,9/9/1990,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dusk,0,0,0,140.0,29.9902,-95.3368,134
250,RONALD REAGAN WASHINGTON NATL,B-737-200,None,9/10/1990,US AIRWAYS*,DC,Approach,Medium,Unknown bird - medium,Day,0,0,0,,38.8512,-77.0402,219
251,CHICAGO O'HARE INTL ARPT,B-727,None,9/10/1990,AMERICAN AIRLINES,Illinois,Approach,Medium,American crow,Day,0,0,0,150.0,41.9803,-87.909,430
252,HONOLULU INTL ARPT,DC-9-50,None,9/10/1990,HAWAIIAN AIR,Hawaii,Approach,Medium,Unknown bird - medium,Night,0,0,0,125.0,21.3186,-157.9253,135
253,NEW ORLEANS INTL,DC-10-10,None,9/10/1990,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Day,0,0,0,155.0,29.9911,-90.2592,183
254,PORTLAND INTL (OR),C-560,None,9/10/1990,BUSINESS,Oregon,Approach,Small,Rock pigeon,Day,0,0,0,115.0,45.5898,-122.5951,245
255,ATLANTIC CITY INTL,CASA C-212,None,9/10/1990,BUSINESS,New Jersey,Landing Roll,Small,American kestrel,Day,0,0,0,,39.4528,-74.5714,86
256,INDIANAPOLIS INTL,B-737-200,None,9/10/1990,US AIRWAYS*,Indiana,Take-off run,Small,Mourning dove,Day,0,0,0,100.0,39.7169,-86.2956,144
257,RONALD REAGAN WASHINGTON NATL,MD-80,None,9/10/1990,AMERICAN AIRLINES,DC,Approach,Small,Unknown bird - small,Night,0,0,0,160.0,38.8512,-77.0402,219
258,LAGUARDIA NY,MD-80,None,9/10/1990,AMERICAN AIRLINES,New York,Approach,Small,Unknown bird - small,Night,0,0,0,160.0,40.7769,-73.874,175
259,CHARLOTTE/DOUGLAS INTL ARPT,B-727,None,9/11/1990,AMERICAN AIRLINES,North Carolina,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0,35.2144,-80.9473,269
260,GEORGE BUSH INTERCONTINENTAL,ATR-42,None,9/12/1990,EXPRESSJET (CONTINENTAL EXPRS),Texas,Approach,Small,Unknown bird - small,Dawn,0,0,0,125.0,29.9902,-95.3368,134
261,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/12/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150.0,32.8998,-97.0403,908
262,ATLANTA INTL,MD-80,None,9/12/1990,AMERICAN AIRLINES,Georgia,Approach,Small,Unknown bird - small,Night,0,0,0,135.0,33.6407,-84.4277,211
263,LOUISVILLE INTL ARPT,B-727,None,9/13/1990,UPS AIRLINES,Kentucky,Climb,Medium,Unknown bird - medium,Night,0,0,0,230.0,38.186,-85.7412,272
264,GREATER PITTSBURGH,ATR-42,None,9/13/1990,BUSINESS,Pennsylvania,Take-off run,Small,European starling,Day,0,0,0,,40.3565,-79.9193,289
265,CINCINNATI/NORTHERN KENTUCKY INTL ARPT,MERLIN III,None,9/14/1990,COMAIR AIRLINES,Kentucky,Approach,Small,Unknown bird - small,Day,0,0,0,130.0,39.0508,-84.6673,263
266,PHILADELPHIA INTL,B-737-300,None,9/14/1990,US AIRWAYS*,Pennsylvania,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,39.8729,-75.2437,225
267,BARKSDALE AIR FORCE BASE ARPT,T-38A,None,9/14/1990,MILITARY,Louisiana,Climb,Small,Killdeer,Day,0,0,0,130.0,32.5019,-93.6571,435
268,HOUSTON-HOBBY,B-737-300,None,9/15/1990,SOUTHWEST AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,150.0,29.6459,-95.2769,151
269,CHARLOTTE/DOUGLAS INTL ARPT,FOKKER F28 MK 1000,None,9/15/1990,US AIRWAYS*,North Carolina,Climb,Small,Unknown bird - small,Day,0,0,0,160.0,35.2144,-80.9473,269
270,LOS ANGELES INTL,B-737-200,Minor,9/16/1990,AMERICA WEST AIRLINES,California,Climb,Medium,Unknown bird - medium,Day,0,0,0,320.0,33.9416,-118.4085,166
271,PORT COLUMBUS INTL,DC-9-30,None,9/16/1990,US AIRWAYS*,Ohio,Approach,Small,Unknown bird - small,Day,0,0,0,140.0,39.9999,-82.8872,112
272,LAGUARDIA NY,B-727,None,9/17/1990,AMERICAN AIRLINES,New York,Climb,Medium,Unknown bird - medium,Day,0,0,0,210.0,40.7769,-73.874,175
273,ATLANTA INTL,MD-88,None,9/17/1990,UNKNOWN,Georgia,Approach,Medium,Unknown bird - medium,Night,0,0,0,,33.6407,-84.4277,211
274,NASHVILLE INTL,B-727-200,None,9/17/1990,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Night,0,0,0,230.0,36.1263,-86.6774,297
275,PORTLAND INTL (OR),DHC8 DASH 8,None,9/17/1990,HORIZON AIR,Oregon,Climb,Small,Unknown bird - small,Day,0,0,0,125.0,45.5898,-122.5951,245
276,ATLANTIC CITY INTL,F-16,None,9/18/1990,MILITARY,New Jersey,Landing Roll,Medium,Unknown bird or bat,Night,0,5218,5218,0.0,39.4528,-74.5714,86
277,NASHVILLE INTL,MD-80,None,9/18/1990,AMERICAN AIRLINES,Tennessee,Approach,Small,Unknown bird - small,Day,0,0,0,123.0,36.1263,-86.6774,297
278,DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/18/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Day,0,0,0,170.0,32.8998,-97.0403,908
279,MINETA SAN JOSE INTL,BA-146,None,9/18/1990,AMERICAN AIRLINES,California,Approach,Small,Unknown bird - small,Night,0,0,0,250.0,37.3639,-121.9289,120
280,BARKSDALE AIR FORCE BASE ARPT,B-52G,None,9/20/1990,MILITARY,Louisiana,Take-off run,Medium,Unknown bird or bat,Day,0,0,0,110.0,32.5019,-93.6571,435
281,LOS ANGELES INTL,B-737-300,None,9/20/1990,SOUTHWEST AIRLINES,California,Landing Roll,Small,Mourning dove,Day,0,0,0,90.0,33.9416,-118.4085,166
282,LAGUARDIA NY,B-737-400,Medium,9/21/1990,US AIRWAYS*,New York,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,,40.7769,-73.874,175
283,GEORGE BUSH INTERCONTINENTAL,EMB-120,None,9/21/1990,UNKNOWN,Texas,Climb,Small,Rock pigeon,Day,0,0,0,110.0,29.9902,-95.3368,134
284,SALT LAKE CITY INTL,B-737-200,None,9/21/1990,BUSINESS,Utah,Take-off run,Small,Unknown bird - small,Day,0,0,0,100.0,40.7899,-111.9791,236
285,MINETA SAN JOSE INTL,AEROS 350,None,9/21/1990,BUSINESS,California,Taxi,Small,Unknown bird - small,Day,0,0,0,10.0,37.3639,-121.9289,120
286,DALLAS/FORT WORTH INTL ARPT,MD-80,None,9/22/1990,AMERICAN AIRLINES,Texas,Approach,Medium,Unknown bird - medium,Night,0,0,0,160.0,32.8998,-97.0403,908
287,NASHVILLE INTL,B-727-200,None,9/22/1990,AMERICAN AIRLINES,Tennessee,Climb,Medium,Unknown bird - medium,Night,0,0,0,150.0,36.1263,-86.6774,297
288,LAMBERT-ST LOUIS INTL,MD-83,None,9/22/1990,AMERICAN AIRLINES,Missouri,Take-off run,Small,Rock pigeon,Day,0,0,0,125.0,38.7499,-90.3748,189
289,PORTLAND INTL (OR),B-737,None,9/22/1990,US AIRWAYS*,Oregon,Take-off run,Small,Unknown bird - small,Day,0,0,0,,45.5898,-122.5951,245
290,DALLAS/FORT WORTH INTL ARPT,B-727-200,None,9/22/1990,AMERICAN AIRLINES,Texas,Approach,Small,Unknown bird - small,Night,0,0,0,135.0,32.8998,-97.0403,908
291,LIHUE ARPT,BELL-206,Substantial,9/23/1990,BUSINESS,Hawaii,Descent,Medium,Unknown bird - medium,Day,0,0,0,60.0,21.9788,-159.3438,217
292,NEW ORLEANS INTL,B-727,None,9/23/1990,AMERICAN AIRLINES,Louisiana,Approach,Small,Unknown bird - small,Night,0,0,0,180.0,29.9911,-90.2592,183
293,NASHVILLE INTL,B-727-200,None,9/24/1990,AMERICAN AIRLINES,Tennessee,Approach,Medium,Unknown bird - medium,Dusk,0,0,0,140.0,36.1263,-86.6774,297
294,KANSAS CITY INTL,B-737,None,9/24/1990,CONTINENTAL AIRLINES,Missouri,Landing Roll,Small,Unknown bird - small,Day,0,0,0,,39.3036,-94.7093,187
295,BARKSDALE AIR FORCE BASE ARPT,KC-10A,None,9/25/1990,MILITARY,Louisiana,Approach,Medium,Unknown bird or bat,Night,0,0,0,127.0,32.5019,-93.6571,435
